ID,Language_ID,Primary_Text,Analyzed_Word,Gloss,Translated_Text,Meta_Language_ID,LGR_Conformance,Comment,Media_IDs,Position,Audio_Start,Audio_End,graid,add_orthography,Text_ID
g1-f-08_0014,mcpersian,bad yek čand tā pesar či dāštand ānjā bāzi mikardand,#	bad	yek	čand	tā	pesar	či	dāštand	ānjā	bāzi	mikardand,#	then	one	a.few	piece	boy	what	AUX.PST.3PL	there	PLaying	do.PST.IPFV.3PL,afterwards a few boys were playing there,en,MORPHEME_ALIGNED,,g1-f-08_mp3 g1-f-08_wav g1-f-08_eaf g1-f-08_xml g1-f-08_tsv,,49617,54197,#	other	ln_qu	ln_qu	ln_class	np.h:s_cp	other	aux	other:l	other:lvc	v:pred,,g1-f-08
g1-f-08_0015,mcpersian,bad ping pong va xolāse miāyand komakaš mikonand otomātik va in be rāhe xodaš ān be rāhe xodaš,#	bad	pingpong	va	xolāse	0	miāyand	komak	=aš	mikonand	otomātik	va	in	be	rāhe	xod	=aš	ān	be	rāhe	xod	=aš,#	then	pingpong	and	in.short	0	AUX.PRS.PROSP.3PL	help	=POSS.3SG	do.PRS.IND.3PL	automatically	and	3SG	to	way=EZAFE	self	=POSS.3SG	3SG	to	way=EZAFE	self	=POSS.3SG,playing ping pong and they came to help him authomatically and everybody goes on his own way,en,WORD_ALIGNED,,g1-f-08_mp3 g1-f-08_wav g1-f-08_eaf g1-f-08_xml g1-f-08_tsv,,54197,65724,#	other	other	other	other	0.h:s	aux	other:lvc	=rn_pro.h:poss	v:pred	other	other	other	other	other	other	other	other	other	other	other	other,,g1-f-08
g1-f-08_0016,mcpersian,"bad barmigardad pesare, pesare na, ānhā","#	bad	barmigardad	pesare,	pesare	na,	ānhā",#	then	return.PRS.IND.3SG	boy.DEF	boy.DEF	no	PRO.3PL,"then the boy comes back, not the boy, they",en,MORPHEME_ALIGNED,,g1-f-08_mp3 g1-f-08_wav g1-f-08_eaf g1-f-08_xml g1-f-08_tsv,,65724,72069,#	other	v:pred	np.h:s	other	other	other,,g1-f-08
g1-f-08_0017,mcpersian,miravand samti ke az čiz rad mišavand az ān āqāhe ke dāšte sib mičide,#	0	miravand	samti	#	ke	az	čiz	rad	mišavand	#	az	ān	āqāhe	#	ke	dāšte	sib	mičide,#	0	go.PRS.IND.3PL	direction.INDF	#	NC	NC	NC	NC	NC	#	from	that	man.DEF	#	that	AUX.PST.3SG	apple	pick.PST.IPFV.PTCP,they go towards the man who was picking apples,en,MORPHEME_ALIGNED,,g1-f-08_mp3 g1-f-08_wav g1-f-08_eaf g1-f-08_xml g1-f-08_tsv,,72069,79300,#	0.h:s	v:pred	other	#nc	nc	nc	nc	nc	nc	#	other	ln_dem	np.h:a	#rc	ke	aux	np:p	v:pred,,g1-f-08
g1-f-08_0018,mcpersian,bad āqāhe miguyad e sibhāye man ku?,#	bad	āqāhe	miguyad	#	e	sibhāye	man	ku,#	then	man.DEF	say.PRS.IND.3SG	#	interj	apple.PL=EZAFE	PRO.1SG	where.is,then the man asks himself: where are my apples?,en,WORD_ALIGNED,,g1-f-08_mp3 g1-f-08_wav g1-f-08_eaf g1-f-08_xml g1-f-08_tsv,,79300,84543,#	other	np.h:a	v:pred	#ds	other	np:s	rn_pro.1:poss	cop,,g1-f-08
g1-f-08_0019,mcpersian,Inhā bordand,#	Inhā	bordand	0,#	PRO.3PL	take.PST.3PL	0,did they take them?,en,MORPHEME_ALIGNED,,g1-f-08_mp3 g1-f-08_wav g1-f-08_eaf g1-f-08_xml g1-f-08_tsv,,84543,86498,#ds	pro.h:a	v:pred	0:p,,g1-f-08
g1-f-08_0020,mcpersian,Inhā buyi azašān boland nemišavad!,#	Inhā	buyi	azašān	boland	nemišavad!,#	NC	NC	NC	NC	NC,it doesn't seem they have stolen them,en,MORPHEME_ALIGNED,,g1-f-08_mp3 g1-f-08_wav g1-f-08_eaf g1-f-08_xml g1-f-08_tsv,,86498,88953,#nc	nc	nc	nc	nc	nc,,g1-f-08
g1-f-09_0001,mcpersian,Film avalaš bā sedāye xorus darvāqe šoru šod,#	Film	aval	=aš	bā	sedāye	xorus	darvāqe	šoru	šod,#	film	first	=POSS.3SG	with	sound=EZAFE	rooster	really	start	become.PST.3SG,the movie begins with the sound of a rooster,en,WORD_ALIGNED,,g1-f-09_mp3 g1-f-09_wav g1-f-09_eaf g1-f-09_xml g1-f-09_tsv,,1017,9150,#	np:s	other	other	adp	np:obl	rn_np:poss	other	other:lvc	v:pred,,g1-f-09
g1-f-09_0002,mcpersian,nazare xodamam begam? Faqat tozih bedam?,#	nazare	xodam	=am	begam?	Faqat	tozih	bedam?,#	NC	NC	NC	NC	NC	NC	NC,Should I say my opinion or just explain the film?,en,WORD_ALIGNED,,g1-f-09_mp3 g1-f-09_wav g1-f-09_eaf g1-f-09_xml g1-f-09_tsv,,9150,14295,#nc	nc	nc	nc	nc	nc	nc	nc,,g1-f-09
g1-f-09_0003,mcpersian,Bā sedāye xorus šoru šod film,#	Bā	sedāye	xorus	šoru	šod	film,#	with	sound=EZAFE	rooster	start	become.PST.3SG	film,it started with the sound of rooster,en,WORD_ALIGNED,,g1-f-09_mp3 g1-f-09_wav g1-f-09_eaf g1-f-09_xml g1-f-09_tsv,,14295,17207,#	adp	np:obl	rn_np:poss	other:lvc	v:pred	np:s,,g1-f-09
g1-f-09_0004,mcpersian,badaš yek bāqbāni rā nešān dād ke yek kolāhe bozorgi saraš bud yek dastmāl gardane qermez dore gardenaš bud ke dar hāle čidane golābi bud in bāqbān,#	bad	=aš	0	yek	bāqbāni	=rā	nešān	dād	#	ke	yek	kolāhe	bozorgi	sar	=aš	bud	#	yek	dastmālgardane	qermez	dore	gardan	=aš	bud	#	ke	dar	hāle	čidane	golābi	bud	in	bāqbān,#	after	=POSS.3SG	0	one	gardner.INDF	=ACC	show	give.PST.3SG	#	that	one	hat=EZAFE	big	head	=POSS.3SG	be.PST.3SG	#	one	neckerchief=EZAFE	red	around	neck	=POSS.3SG	be.PST.3SG	#	that	in	condition.of	picking	pear	be.PST.3SG	this	gardner,"then we saw a gardner who has a big hat on his head, and a red scarf around his neck, he was picking the pears",en,WORD_ALIGNED,,g1-f-09_mp3 g1-f-09_wav g1-f-09_eaf g1-f-09_xml g1-f-09_tsv,,17207,31979,#	other	other	0:s	ln_deti	np.h:p	=rn_acc	other:lvc	v:pred	#rc	ke	ln_deti	np:s	rn_lex	np:l	=rn_pro.h:poss	v:predex	#rc	ln_deti	np:s	rn_lex	adp	np:l	=rn_pro.h:poss	v:predex	#	ke	other	other	vother	np:p	cop	ln_dem	np.h:a,,g1-f-09
g1-f-09_0005,mcpersian,bad ke golābihā rā čid,#	bad	ke	0	golābihā	=rā	čid,#	then	that	0	pear.PL	=ACC	pick.PST.3SG,after picking the pears,en,MORPHEME_ALIGNED,,g1-f-09_mp3 g1-f-09_wav g1-f-09_eaf g1-f-09_xml g1-f-09_tsv,,31979,36930,#	other	ke	0.h:a	np:p	=rn_acc	v:pred,,g1-f-09
g1-f-09_0006,mcpersian,yani ba yek hālate ešqe xeyli xubi bā golābihāyaš dar vaqe bā yek hālate xub golābihāyaš rā tamiz kard dobāre gozāšt tuye sabadaš,#	yani	ba	yek	hālate	ešqe	xeyli	xubi	bā	golābihā	=yaš	#	dar	vāqe	bā	yek	hālate	xub	0	golābihā	=yaš	=rā	tamiz	kard	#	0	dobāre	gozāšt	0	tuye	sabad	=aš,#	NC	NC	NC	NC	NC	NC	NC	NC	NC	NC	#	in	real	with	one	status=EZAFE	good	0	pear.PL	=POSS.3SG	=ACC	clean	do.PST.3SG	#	0	again	put.PST.3SG	0	inside	basket	=POSS.3SG,"he cleans the pears with lots of joy and interest, and put them in the basket",en,WORD_ALIGNED,,g1-f-09_mp3 g1-f-09_wav g1-f-09_eaf g1-f-09_xml g1-f-09_tsv,,36930,44758,#nc	nc	nc	nc	nc	nc	nc	nc	nc	nc	nc	#	other	other	adp	ln_deti	np:obl	rn_lex	0.h:a	np:p	=rn_pro.h:poss	=rn_acc	other:lvc	v:pred	#	0.h:a	other	v:pred	0:p	adp	np:l	=rn_pro.h:poss,,g1-f-09
g1-f-09_0007,mcpersian,bad dobāre az nardebān raft bālā šoru kard be čidane mojadade darvāqe golābihā,#	bad	dobāre	0	az	nardebān	raft	bālā	#	0	šoru	kard	#	0	be	čidane	mojadade	dar	vāqe	golābihā,#	then	again	0	from	ladder	go.PST.3SG	up	#	0	start	do.PST.3SG	#	0	to	picking=EZAFE	again	in	real	pear.PL,again he climbed up the tree and started picking the pears again,en,WORD_ALIGNED,,g1-f-09_mp3 g1-f-09_wav g1-f-09_eaf g1-f-09_xml g1-f-09_tsv,,44758,50623,#	other	other	0.h:s	adp	np:obl	v:pred	rv	#	0.h:a	other:lvc	v:pred	#cc:p	0.h:a	adp	vother	other	other	other	np:p,,g1-f-09
g1-f-09_0008,mcpersian,ke mičid mirixt tuye dāmanaš va bad dobāre miyāmad pāyin,#	ke	0	mičid	0	#	0	mirixt	0	tuye	dāman	=aš	#	va	bad	dobāre	0	miyāmad	pāyin,#	that	0	pick.PST.IND.3SG	0	#	0	pour.PST.IND.3SG	0	inside	skirt	=POSS.3SG	#	and	then	again	0	come.PST.IND.3SG	down,"he was picking them, keeping them in his clothes and them coming down to put them in the basket",en,MORPHEME_ALIGNED,,g1-f-09_mp3 g1-f-09_wav g1-f-09_eaf g1-f-09_xml g1-f-09_tsv,,50623,55712,#	ke	0.h:a	v:pred	0:p	#	0.h:a	v:pred	0:p	adp	np:g	=rn_pro.h:poss	#	other	other	other	0.h:s	v:pred	rv,,g1-f-09
g1-f-09_0009,mcpersian,va dobāre mirixt tuye sabadhāyaš,#	va	0	dobāre	mirixt	tuye	sabadhāy	=aš,#	and	0	again	pour.PST.IND.3SG	inside	basket.PL	=POSS.3SG,and again he was putting them in the basket,en,MORPHEME_ALIGNED,,g1-f-09_mp3 g1-f-09_wav g1-f-09_eaf g1-f-09_xml g1-f-09_tsv,,55712,57327,#	other	0.h:a	other	v:pred	adp	np:g	=rn_pro.h:poss,,g1-f-09
g1-f-09_0010,mcpersian,albate tuye paszamineye film yek čizi ham nešān dād ke sedāye boz miyāmad darvāqe,#	albate	tuye	paszamineye	film	yek	čizi	ham	0	nešān	dād	#	ke	sedāye	boz	miyāmad	dar	vāqe,#	of.course	in	background=EZAFE	film	one	thing	add	0	show	give.PST.3SG	#	that	sound=EZAFE	goat	come.PST.IND.3SG	in	real,but in the background we heard the sound of a goat,en,WORD_ALIGNED,,g1-f-09_mp3 g1-f-09_wav g1-f-09_eaf g1-f-09_xml g1-f-09_tsv,,57327,66247,#	other	adp	np:l	rn_lex	ln_deti	indef_other:p	other	0:a	other:lvc	v:pred	#	ke	np:s	rn_np:poss	v:pred	other	other,,g1-f-09
g1-f-09_0011,mcpersian,ke yek kešāvarzi hālā nemidānam ya yek kasi tuye zamine āmad bā bozaš az kenāre golābihā rad šod,#	ke	yek	kešāvarzi	hālā	0	nemidānam	yā	#	yek	kasi	tuye	zamine	āmad	bā	boz	=aš	#	0	az	kenāre	golābihā	rad	šod,#	that	one	gardner.INDF	now	0	NEG.know.PRS.IND.1SG	or	#	one	somebody	in	background	come.PST.3SG	with	goat	=POSS.3SG	#	0	from	side=EZAFE	pear.PL	passing	become.PST.3SG,a farmer with a goat came by and passed the baskets,en,WORD_ALIGNED,,g1-f-09_mp3 g1-f-09_wav g1-f-09_eaf g1-f-09_xml g1-f-09_tsv,,66247,73692,#	ke	other	other	other	0.1:a	other	other	#	ln_deti	indef_other.h:s	adp	other	v:pred	adp	np:obl	=rn_pro.h:poss	#	0.h:s	adp	adp	np:l	other:lvc	v:pred,,g1-f-09
g1-f-09_0012,mcpersian,"bad yek bačeyi rā nešān dād ke az dur darvāqe , jāleb bud ke bā yek lebāse moštarak bā xode bāqbān bud bačehe",#	bad	0	yek	bačeyi	=rā	nešān	dād	#	ke	az	dur	dar	vāqe	0	jāleb	bud	ke	#	bā	yek	lebāse	moštarak	bā	xode	bāqbān	bud	bačehe,#	then	0	one	kid.INDF	=ACC	show	give.PST.3SG	#	that	from	far	in	real	0	interesting	be.PST.3SG	that	#	with	one	clothes=EZAFE	common	with	self=EZAFE	gardner	be.PST.3SG	kid.DEF,then we saw a little boy who has almost the same clothes as the gardner,en,WORD_ALIGNED,,g1-f-09_mp3 g1-f-09_wav g1-f-09_eaf g1-f-09_xml g1-f-09_tsv,,73692,84025,#	other	0:a	ln_deti	np.h:p	=rn_acc	other:lvc	v:pred	#	ke	other	other	other	other	0:s	other:pred	cop	ke	#	adp	ln_deti	np:obl	rn_lex	adp	refl.h:obl	rn_lex	cop	np.h:s,,g1-f-09
g1-f-09_0013,mcpersian,ke yek kolāhi dāšt bāz yek dastmāl gardane qermezi dore gardenaš bud,#	0	ke	yek	kolāhi	dāšt	#	bāz	yek	dastmālgardane	qermezi	dore	garden	=aš	bud,#	0	that	one	hat.INDF	have.PST.3SG	#	again	one	neckerchief=EZAFE	red.INDF	around	neck	=POSS.3SG	be.PST.3SG,he was also wearing a hat and a red scarf around his neck,en,WORD_ALIGNED,,g1-f-09_mp3 g1-f-09_wav g1-f-09_eaf g1-f-09_xml g1-f-09_tsv,,84025,88100,#	0.h:a	ke	ln_deti	np:p	v:pred	#	other	ln_deti	np:s	rn_lex	adp	np:l	=rn_pro.h:poss	v:predex,,g1-f-09
g1-f-09_0014,mcpersian,savāre dočarxe āmad rad mišod avalaš xāst yek dāne golābi bardārad az tuye sabad,#	0	savāre	dočarxe	āmad	#	0	rad	mišod	#	aval	=aš	0	xāst	yek	dāne	golābi	bardārad	az	tuye	sabad,#	0	sitting	bike	come.PST.3SG	#	0	passing	become.PST.IND.3SG	#	first	=POSS.3SG	0	want.PST.3SG	one	piece	pear	pick.up.PRS.SBJV.3SG	from	inside	basket,"he came on a bike, and wanted to take one pear",en,MORPHEME_ALIGNED,,g1-f-09_mp3 g1-f-09_wav g1-f-09_eaf g1-f-09_xml g1-f-09_tsv,,88100,93630,#	0.h:s	other	np:l	v:pred	#	0.h:s	other:lvc	v:pred	#	other	other	0.h:a	aux	ln_qu	ln_class	np:p	v:pred	adp	adp	np:l,,g1-f-09
g1-f-09_0015,mcpersian,bad be fekraš resid ke bahbah mitavānad hameye sabad rā dāšte bāšad čon bāqbān ruye deraxt ast dastaš beheš nemiresad,#	bad	0	be	fekr	=aš	resid	#	ke	bahbah	0	mitavānad	hameye	sabad	=rā	dāšte	bāšad	#	čon	bāqbān	ruye	deraxt	ast	#	0	dast	=aš	be	=heš	nemiresad,#	then	0	to	thought	=POSS.3SG	reach.PST.3SG	#	that	interj	0	can.AUX.PRS.3SG	all.of	basket	=ACC	have.PST.PTCP	be.SBJV.3SG	#	because	gardner	on	tree	be.PRS.3SG	#	0	hand	=POSS.3SG	to	=PRO.3SG	NEG.reach.PRS.IND.3SG,but since the gardner was on the tree he changed his mind and decided to take the whole basket,en,MORPHEME_ALIGNED,,g1-f-09_mp3 g1-f-09_wav g1-f-09_eaf g1-f-09_xml g1-f-09_tsv,,93630,99909,#	other	0.h:ncs	adp	other:lvc	=rn_pro.h:poss	v:pred	#cc	ke	other	0.h:a	aux	ln_qu	np:p	=rn_acc	v:pred	aux	#ac	other	np.h:s	adp	np:l	cop	#neg	0.h:ncs	other:lvc	=rn_pro.h:poss	adp	=pro.h:g	v:pred,,g1-f-09
g1-f-09_0016,mcpersian,bad sabad rā bardāšt gozāšt ruye dočarxeaš,#	bad	0	sabad	=rā	bardāšt	#	0	gozāšt	0	ruye	dočarxe	=aš,#	then	0	basket	=ACC	pick.up.PST.3SG	#	0	put.PST.3SG	0	on	bike	=POSS.3SG,he took the basket and put it on his bike,en,MORPHEME_ALIGNED,,g1-f-09_mp3 g1-f-09_wav g1-f-09_eaf g1-f-09_xml g1-f-09_tsv,,99909,104308,#	other	0.h:a	np:p	=rn_acc	v:pred	#	0.h:a	v:pred	0:p	adp	np:l	=rn_pro.h:poss,,g1-f-09
g1-f-09_0017,mcpersian,ke dočarxeaš bozorgtar az xodaš bud yek zare nāmoteādel bud,#	ke	dočarxe	=aš	bozorgtar	az	xod	=aš	bud	#	yek	zare	0	nāmoteādel	bud,#	that	bike	=POSS.3SG	bigger	than	self	=POSS.3SG	be.PST.3SG	#	a	little	0	off-balance	be.PST.3SG,and the bike was much bigger than the boy,en,WORD_ALIGNED,,g1-f-09_mp3 g1-f-09_wav g1-f-09_eaf g1-f-09_xml g1-f-09_tsv,,104308,109433,#	ke	np:s	=rn_pro.h:poss	other:pred	adp	refl.h:obl	=rn_pro.h:poss	cop	#	other	other	0.h:s	other:pred	cop,,g1-f-09
g1-f-09_0018,mcpersian,nešast ruye dočarxe ke hālā bā har zahmati ke bud sabad rā gozāšt ruye dočarxeaš va pedal zad šoru kard be harkat kardan,#	0	nešast	ruye	dočarxe	#	ke	hālā	bā	har	zahmati	ke	bud	#	0	sabad	=rā	gozāšt	ruye	dočarxe	=aš	#	va	0	pedal	zad	#	0	šoru	kard	#	0	be	harkat	kardan,#	0	sit.PST.3SG	on	bike	#	ke	hālā	bā	har	zahmati	ke	bud	#	0	basket	=ACC	put.PST.3SG	on	bike	=POSS.3SG	#	and	0	pedal	hit.PST.3SG	#	0	start	do.PST.3SG	#	0	to	moving	doing,he put the basket on the bike and rode away,en,MORPHEME_ALIGNED,,g1-f-09_mp3 g1-f-09_wav g1-f-09_eaf g1-f-09_xml g1-f-09_tsv,,109433,117532,#	0.h:s	v:pred	adp	np:l	#	ke	other	adp	ln_lex	np:obl	ke	v:predex	#	0.h:a	np:p	=rn_acc	v:pred	adp	np:l	=rn_pro.h:poss	#	other	0.h:s_cp	other:lvc	v:pred	#	0.h:a	other:lvc	v:pred	#cc:p	0:s_cp	adp	other	vother,,g1-f-09
g1-f-09_0019,mcpersian,bad hālā tuye in zamine az ruberuyaš dar vāqe yek doxtari bā yek dočarxeye digari dāšt miyāmad ke hālā šayad mahve zibayiaš šod yā hālā bače bud nemidānam če šekli,#	bad	hālā	tuye	in	zamine	az	ruberuy	=aš	dar	vāqe	yek	doxtari	bā	yek	dočarxeye	digari	dāšt	miyāmad	#	ke	hālā	šayad	0	mahve	zibayi	=aš	šod	#	yā	hālā	0	bače	bud	#	0	nemidānam	če	šekli,#	then	now	in	this	farm.DEF	from	opposite	=POSS.3SG	in	real	one	girl.INDF	with	one	bike=EZAFE	another	AUX.PST.3SG	come.PST.IPFV.3SG	#	that	now	probably	0	faded=EZAFE	beauty	=POSS.3SG	become.PST.3SG	#	or	now	0	kid	be.PST.3SG	#	0	NEG.know.PRS.IND.1SG	what	form.INDF,"at the same time right in the opposite direction there came a girl on a bike, I think the boy got distracted by her beauty or maybe she was just a kid, I have no idea.",en,WORD_ALIGNED,,g1-f-09_mp3 g1-f-09_wav g1-f-09_eaf g1-f-09_xml g1-f-09_tsv,,117532,132983,#	other	other	other	other	other	adp	adp	=pro.h:l	other	other	ln_deti	np.h:s	adp	ln_deti	np:obl	rn_lex	aux	v:pred	#	ke	other	other	0.h:s	other:lvc	other	=rn_pro.h:poss	v:pred	#	other	other	0.h:s	np.h:pred	cop	#neg	0.1:a	v:pred	other	other,,g1-f-09
g1-f-09_0020,mcpersian,ke mahve u šod ke kolāhaš darvāqe gereft be doxtare ke dāšt rad mišod hālate bāde darvāqe dočarxeye ruberuyi gereft be kolāhe in kolāhaš oftād havāsaš raft be kolāhaš,#	0	ke	mahve	u	šod	#	ke	kolāh	=aš	dar	vāqe	gereft	be	doxtare	#	ke	dāšt	rad	mišod	#	hālate	bāde	dar	vāqe	dočarxeye	ruberuyi	gereft	be	kolāhe	in	#	kolāh	=aš	oftād	#	0	havās	=aš	raft	be	kolāh	=aš,#	0	that	faded=EZAFE	PRO.3SG	become.PST.3SG	#	that	hat	=POSS.3SG	in	real	stick.PST.3SG	to	girl.DEF	#	that	AUX.PST.3SG	passing	become.PST.IPFV.3SG	#	status=EZAFE	wind=EZAFE	in	real	bike=EZAFE	opposite	get.PST.3SG	to	hat=EZAFE	PRO.3SG	#	hat	=POSS.3SG	fall.PST.3SG	#	0	attention	=POSS.3SG	go.PST.3SG	to	hat	=POSS.3SG,he got distracted and the hat was taken off and he tried to capture the it,en,WORD_ALIGNED,,g1-f-09_mp3 g1-f-09_wav g1-f-09_eaf g1-f-09_xml g1-f-09_tsv,,132983,144633,#	0.h:s	ke	other:lvc	other	v:pred	#	ke	np:s	=rn_pro.h:poss	other	other	v:pred	adp	np.h:g	#rc	ke	aux	other:lvc	v:pred	#	other	np:s	other	other	rn_lex	rn_lex	v:pred	adp	np:g	rn_pro.h:poss	#	np:s	=rn_pro.h:poss	v:pred	#	0.h:ncs	other:lvc	=rn_pro.h:poss	v:pred	adp	np:g	=rn_pro.h:poss,,g1-f-09
g1-f-09_0021,mcpersian,"xord zamin golābihāyaš rixt albate xob tuye pas zamineye film xeyli durbin zoom karde bud ruye golābihā manovr midād, ruye sabad, golābi, golābi ke oftād ruye zamin","#	0	xord	zamin	#	golābihāy	=aš	rixt	#	albate	xob	tuye	paszamineye	film	xeyli	durbin	zoom	karde	bud	ruye	golābihā	#	0	manovr	midād,	ruye	sabad,	golābi,	#	golābi	ke	oftād	ruye	zamin",#	0	eat.PST.3SG	ground	#	pear.PL	=POSS.3SG	spill.PST.3SG	#	of.course	well	in	background=EZAFE	film	xeyli	camera	zoom	do.PST.PTCP	AUX.PST.3SG	on	pear.PL	#	0	 manoeuvre	give.PST.IND.3SG	on	basket	pear	#	paer	that	fall.PST.3SG	on	ground,"he fell down, the pears spilled out",en,WORD_ALIGNED,,g1-f-09_mp3 g1-f-09_wav g1-f-09_eaf g1-f-09_xml g1-f-09_tsv,,144633,157176,#	0.h:s_cp	v:pred	other:lvc	#	np:s	=rn_pro.h:poss	v:pred	#	other	other	adp	np:l	rn_np:poss	other	np:s	other:lvc	v:pred	aux	adp	np:obl	#	0:s	other:lvc	v:pred	adp	np:obl	other	#	np:s	ke	v:pred	adp	np:l,,g1-f-09
g1-f-09_0022,mcpersian,bad dige pesare boland šod pāyaš dard mikard šoru kard lebāshāyaš rā tekāndan,#	bad	dige	pesare	boland	šod	#	pāy	=aš	dard	mikard	#	0	šoru	kard	#	0	lebāshāy	=aš	=rā	tekāndan,#	then	so	boy.DEF	high	become.PST.3SG	#	leg	=POSS.3SG	pain	do.PST.IND.3SG	#	0	start	do.PST.3SG	#	0	clothes.PL	=POSS.3SG	=ACC	shaking,"the boy got up and his foot was aching, he tried to dust his clothes",en,MORPHEME_ALIGNED,,g1-f-09_mp3 g1-f-09_wav g1-f-09_eaf g1-f-09_xml g1-f-09_tsv,,157176,166597,#	other	other	np.h:s	other:lvc	v:pred	#	np:s_cp	=rn_pro.h:poss	other:lvc	v:pred	#	0.h:a	other:lvc	v:pred	#cc:p	0.h:a	np:p	=rn_pro.h:poss	=rn_acc	vother,,g1-f-09
g1-f-09_0023,mcpersian,yek zarre darvāqe pāyaš rā nāz kardan va inke dard dārad,#	yek	zarre	dar	vāqe	pāy	=aš	=rā	nāz	kardan	#	va	in	ke	0	dard	dārad,#	a	little	in	real	leg	=POSS.3SG	=ACC	coddle	doing	#	and	this	that	0	pain	have.PRS.3SG,he had pain,en,MORPHEME_ALIGNED,,g1-f-09_mp3 g1-f-09_wav g1-f-09_eaf g1-f-09_xml g1-f-09_tsv,,166597,172351,#	other	other	other	other	np:p	=rn_pro.h:poss	=rn_acc	other	vother	#	other	other	other	0.h:a	np:p	v:pred,,g1-f-09
g1-f-09_0024,mcpersian,bad se tā bače rā nešun dād ke az dur istāde budand in rā negāh mikardand āmadand nazdik beheš komak kardand,#	bad	0	se	tā	bače	=rā	nešun	dād	#	ke	az	dur	istāde	budand	#	0	in	=rā	negāh	mikardand	#	0	āmadand	nazdik	#	0	be	=heš	komak	kardand,#	then	0	three	piece	kid	=ACC	show	give.PST.3SG	#	that	from	far	stand.PST.PTCP	AUX.PST.3PL	#	0	PRO.3SG	=ACC	look	do.PST.IND.3PL	#	0	come.PST.3SG	close	#	0	to	=PRO.3SG	help	do.PST.3PL,"then we saw three boys who were standing a bit farther and looking at him, they approached to help him",en,MORPHEME_ALIGNED,,g1-f-09_mp3 g1-f-09_wav g1-f-09_eaf g1-f-09_xml g1-f-09_tsv,,172351,179874,#	other	0:a	ln_qu	ln_class	np.h:p	=rn_acc	other:lvc	v:pred	#rc	ke	other	other	v:pred	aux	#	0.h:a	pro.h:p	=rn_acc	other:lvc	v:pred	#	0.h:s	v:pred	other	#	0.h:a	adp	=pro.h:p	other:lvc	v:pred,,g1-f-09
g1-f-09_0025,mcpersian,"ke golābihā rā jam kard ye kodām az in pesarhā, yek sahnei ke bištar hālate lāte mahal rā nešān midahad ke sut mizanand harkat mikonand miāyand jolo, yek hamčin hālati bud šāyad","#	ke	0	golābihā	=rā	jam	kard	#	ye	kodām	az	in	pesarhā,	yek	sahnei	ke	bištar	hālate	lāte	mahal	=rā	nešān	midahad	ke	sut	mizanand	harkat	mikonand	miāyand	jolo,	yek	hamčin	hālati	bud	šāyad",#	that	0	pear.PL	=ACC	collected	do.PST.3SG	#	NC	NC	NC	NC	NC	NC	NC	NC	NC	NC	NC	NC	NC	NC	NC	NC	NC	NC	NC	NC	NC	NC	NC	NC	NC	NC	NC,they helped him to gather up the pears,en,WORD_ALIGNED,,g1-f-09_mp3 g1-f-09_wav g1-f-09_eaf g1-f-09_xml g1-f-09_tsv,,179874,193069,#cc	ke	0.h:a	np:p	=rn_acc	other:lvc	v:pred	#nc	nc	nc	nc	nc	nc	nc	nc	nc	nc	nc	nc	nc	nc	nc	nc	nc	nc	nc	nc	nc	nc	nc	nc	nc	nc	nc	nc,,g1-f-09
g1-f-09_0026,mcpersian,vali komak kardand be pesrare golābihāyaš rā jam kard tuye sabad gozāšt,#	vali	0	komak	kardand	be	pesrare	#	0	golābihāy	=aš	=rā	jam	kard	#	0	tuye	sabad	gozāšt	0,#	but	0	help	do.PST.3PL	to	boy.DEF	#	0	pear.PL	=POSS.3SG	=ACC	collected	do.PST.3SG	#	0	in	basket	put.PST.3SG	0,they helped the little boy to gather the pears and put them back into the basket,en,MORPHEME_ALIGNED,,g1-f-09_mp3 g1-f-09_wav g1-f-09_eaf g1-f-09_xml g1-f-09_tsv,,193069,197957,#	other	0.h:a	other:lvc	v:pred	adp	np:p	#	0.h:a	np:p	=rn_pro.h:poss	=rn_acc	other:lvc	v:pred	#	0.h:a	adp	np:l	v:pred	0:p,,g1-f-09
